user_id,persona,trend_affinity,age_group,gender_identity,income_bracket,dietary_restriction
U02666,fitness,clean-label,35-44,Woman,Medium,None
U02667,fitness,plant-based,45-54,Man,Medium,Vegetarian
U02668,premium,protein,18-24,Woman,Medium,None
U02669,premium,gut-health,35-44,Man,Medium,Kosher
U02670,,gut-health,45-54,Man,Low,None
U02671,premium,gut-health,18-24,Woman,Low,None
U02672,fitness,protein,18-24,Man,Medium,None
U02673,fitness,clean-label,35-44,Woman,Low,Vegetarian
U02674,premium,clean-label,25-34,Man,Medium,Pescatarian
U02675,,protein,55+,Man,Low,None
U02676,budget,protein,18-24,Non-binary,Medium,Halal
U02677,casual,plant-based,55+,Woman,High,Pescatarian
U02678,premium,protein,18-24,Woman,High,Pescatarian
U02679,premium,plant-based,18-24,Man,Medium,Kosher
U02680,premium,low-sugar,18-24,Man,Low,None
U02681,casual,clean-label,25-34,Woman,Medium,None
U02682,fitness,plant-based,45-54,Man,Low,Halal
U02683,budget,gut-health,18-24,Non-binary,Low,Vegan
U02684,budget,clean-label,35-44,Woman,Low,Vegan
U02685,,protein,25-34,Woman,Low,Vegan
U02686,casual,protein,25-34,Woman,Medium,None
U02687,premium,low-sugar,18-24,Woman,Low,None
U02688,premium,plant-based,18-24,Woman,Medium,None
U02689,casual,gut-health,25-34,Woman,Medium,Vegan
U02690,casual,plant-based,35-44,Non-binary,Medium,None
U02691,casual,protein,25-34,Man,Medium,None
U02692,fitness,protein,45-54,Woman,Medium,Kosher
U02693,premium,clean-label,25-34,Woman,Medium,None
U02694,fitness,gut-health,35-44,Man,High,None
U02695,casual,protein,25-34,Man,Medium,Halal
U02696,premium,clean-label,55+,Woman,Medium,None
U02697,budget,clean-label,18-24,Woman,Medium,None
U02698,fitness,plant-based,18-24,Man,Medium,None
U02699,premium,plant-based,25-34,Man,High,None
U02700,casual,protein,18-24,Man,Medium,None
U02701,budget,plant-based,25-34,Woman,Low,Vegan
U02702,budget,gut-health,55+,Woman,Medium,Jain
U02703,premium,clean-label,55+,Woman,Low,None
U02704,budget,protein,45-54,Woman,Low,None
U02705,premium,plant-based,18-24,Man,Medium,Halal
U02706,premium,gut-health,25-34,Woman,Medium,None
U02707,budget,clean-label,45-54,Man,Medium,None
U02708,fitness,protein,35-44,Woman,Low,None
U02709,budget,clean-label,35-44,Man,Medium,None
U02710,premium,plant-based,35-44,Man,Low,Vegetarian
U02711,,clean-label,18-24,Non-binary,Medium,Jain
U02712,casual,gut-health,35-44,Man,Low,None
U02713,fitness,clean-label,18-24,Woman,Medium,None
U02714,premium,low-sugar,25-34,Man,Medium,Halal
U02715,casual,low-sugar,18-24,Man,Low,None
U02716,casual,low-sugar,25-34,Non-binary,Low,None
U02717,casual,gut-health,18-24,Prefer not to say,Low,None
U02718,premium,gut-health,18-24,Non-binary,Medium,None
U02719,casual,plant-based,55+,Woman,Low,Vegan
U02720,fitness,gut-health,18-24,Man,Medium,Kosher
U02721,fitness,plant-based,35-44,Man,Medium,None
U02722,fitness,protein,18-24,Woman,High,None
U02723,premium,clean-label,35-44,Man,Medium,None
U02724,casual,gut-health,55+,Man,Medium,None
U02725,premium,clean-label,45-54,Man,Medium,None
U02726,budget,protein,45-54,Man,High,None
U02727,,protein,45-54,Woman,Low,Vegetarian
U02728,casual,gut-health,25-34,Woman,Medium,None
U02729,premium,low-sugar,18-24,Woman,Medium,Halal
U02730,fitness,low-sugar,55+,Woman,Medium,Vegetarian
U02731,budget,protein,45-54,Man,Medium,None
U02732,budget,plant-based,25-34,Non-binary,Medium,None
U02733,casual,plant-based,35-44,Woman,Low,None
U02734,,protein,45-54,Woman,High,Vegetarian
U02735,premium,gut-health,25-34,Non-binary,Low,Jain
U02736,,clean-label,25-34,Man,Medium,Vegan
U02737,casual,protein,25-34,Man,Medium,Jain
U02738,fitness,gut-health,18-24,Man,Medium,None
U02739,fitness,clean-label,25-34,Woman,Medium,None
U02740,budget,protein,35-44,Man,Medium,Halal
U02741,premium,clean-label,25-34,Non-binary,Low,None
U02742,premium,low-sugar,35-44,Woman,Low,None
U02743,budget,low-sugar,25-34,Man,Medium,Vegan
U02744,budget,protein,25-34,Woman,High,None
U02745,,plant-based,35-44,Man,Medium,None
U02746,fitness,protein,55+,Man,High,None
U02747,fitness,gut-health,55+,Man,Low,None
U02748,fitness,plant-based,18-24,Woman,Low,None
U02749,casual,plant-based,25-34,Man,Medium,None
U02750,budget,clean-label,35-44,Man,Medium,None
U02751,casual,clean-label,45-54,Man,Medium,None
U02752,premium,gut-health,25-34,Woman,Low,Vegetarian
U02753,fitness,clean-label,25-34,Woman,Low,Vegetarian
U02754,budget,low-sugar,35-44,Woman,Medium,None
U02755,,low-sugar,35-44,Prefer not to say,Medium,None
U02756,premium,protein,25-34,Woman,Low,None
U02757,premium,protein,35-44,Man,Low,None
U02758,,gut-health,35-44,Man,Low,None
U02759,fitness,clean-label,25-34,Man,Medium,Halal
U02760,budget,low-sugar,45-54,Man,Low,Vegetarian
U02761,,low-sugar,45-54,Man,Low,Vegetarian
U02762,fitness,gut-health,18-24,Woman,Medium,Jain
U02763,budget,gut-health,55+,Non-binary,Medium,Pescatarian
U02764,casual,low-sugar,45-54,Woman,Medium,None
U02765,budget,clean-label,35-44,Man,High,None
U02766,premium,clean-label,18-24,Non-binary,Low,None
U02767,budget,plant-based,25-34,Man,Medium,Vegetarian
U02768,casual,gut-health,25-34,Man,High,None
U02769,budget,clean-label,25-34,Man,Low,Vegan
U02770,fitness,gut-health,55+,Man,Low,None
U02771,casual,protein,45-54,Non-binary,High,None
U02772,premium,protein,25-34,Man,Medium,Halal
U02773,premium,low-sugar,18-24,Man,Low,None
U02774,premium,plant-based,18-24,Woman,Low,None
U02775,budget,clean-label,35-44,Woman,Medium,None
U02776,fitness,gut-health,25-34,Woman,Medium,Halal
U02777,fitness,plant-based,25-34,Man,Medium,None
U02778,budget,clean-label,25-34,Non-binary,Medium,None
U02779,casual,plant-based,45-54,Man,Medium,Vegetarian
U02780,budget,clean-label,18-24,Man,Medium,None
U02781,casual,gut-health,25-34,Man,Low,None
U02782,premium,protein,25-34,Woman,High,None
U02783,,clean-label,18-24,Woman,Medium,Vegetarian
U02784,premium,clean-label,25-34,Man,Low,None
U02785,casual,plant-based,25-34,Man,Medium,None
U02786,premium,gut-health,55+,Man,Medium,Vegetarian
U02787,fitness,protein,55+,Woman,Medium,None
U02788,premium,gut-health,25-34,Woman,Low,Halal
U02789,premium,clean-label,18-24,Man,Medium,Halal
U02790,budget,low-sugar,18-24,Woman,Medium,None
U02791,fitness,plant-based,35-44,Woman,Medium,Kosher
U02792,fitness,protein,25-34,Man,Medium,None
U02793,premium,low-sugar,18-24,Woman,Medium,None
U02794,fitness,clean-label,45-54,Man,Medium,None
U02795,premium,clean-label,25-34,Woman,High,None
U02796,premium,clean-label,18-24,Woman,Medium,Kosher
U02797,premium,clean-label,35-44,Man,Medium,Vegan
U02798,budget,plant-based,18-24,Woman,Medium,None
U02799,fitness,plant-based,35-44,Non-binary,Medium,Kosher
U02800,casual,clean-label,35-44,Woman,Medium,None
U02801,premium,protein,18-24,Man,Low,Halal
U02802,premium,plant-based,18-24,Woman,High,None
U02803,premium,protein,35-44,Non-binary,Low,None
U02804,premium,clean-label,45-54,Woman,High,None
U02805,budget,clean-label,45-54,Prefer not to say,Low,Kosher
U02806,fitness,low-sugar,35-44,Non-binary,Medium,Kosher
U02807,fitness,gut-health,35-44,Woman,Low,None
U02808,casual,plant-based,18-24,Man,Medium,Halal
U02809,casual,plant-based,25-34,Woman,Medium,Jain
U02810,premium,gut-health,25-34,Woman,High,None
U02811,premium,plant-based,25-34,Woman,Low,Kosher
U02812,fitness,protein,35-44,Woman,Low,None
U02813,fitness,gut-health,18-24,Man,Medium,None
U02814,fitness,protein,18-24,Non-binary,Low,Vegan
U02815,fitness,protein,18-24,Man,Medium,None
U02816,casual,clean-label,35-44,Woman,High,Vegan
U02817,premium,plant-based,45-54,Woman,Low,None
U02818,casual,gut-health,25-34,Man,Medium,None
U02819,fitness,low-sugar,18-24,Man,Low,Vegan
U02820,casual,plant-based,18-24,Woman,Medium,None
U02821,premium,protein,35-44,Man,High,Halal
U02822,premium,low-sugar,45-54,Woman,Low,None
U02823,premium,gut-health,35-44,Man,Low,None
U02824,fitness,clean-label,25-34,Man,Medium,None
U02825,premium,clean-label,55+,Woman,Medium,None
U02826,premium,protein,55+,Woman,Medium,None
U02827,casual,protein,25-34,Non-binary,Medium,Vegan
U02828,fitness,clean-label,18-24,Woman,Medium,Vegan
U02829,fitness,plant-based,25-34,Man,Medium,None
U02830,budget,plant-based,25-34,Woman,Medium,Pescatarian
U02831,casual,clean-label,35-44,Man,Medium,None
U02832,fitness,plant-based,45-54,Man,Medium,None
U02833,premium,plant-based,35-44,Man,Low,None
U02834,fitness,clean-label,45-54,Woman,Low,Vegan
U02835,casual,clean-label,45-54,Woman,Medium,Kosher
U02836,budget,low-sugar,35-44,Man,Low,Vegan
U02837,budget,gut-health,18-24,Man,Medium,None
U02838,premium,gut-health,25-34,Man,High,None
U02839,budget,clean-label,25-34,Man,Medium,None
U02840,fitness,clean-label,18-24,Man,High,None
U02841,premium,plant-based,35-44,Woman,Low,Pescatarian
U02842,budget,protein,18-24,Woman,Medium,None
U02843,budget,protein,35-44,Woman,Low,Pescatarian
U02844,casual,clean-label,18-24,Woman,Low,None
U02845,,protein,25-34,Woman,Low,Vegan
U02846,premium,plant-based,18-24,Woman,High,Pescatarian
U02847,casual,clean-label,18-24,Man,Low,None
U02848,casual,clean-label,45-54,Man,Low,None
U02849,casual,plant-based,25-34,Man,High,None
U02850,casual,plant-based,18-24,Man,Medium,Jain
U02851,premium,gut-health,25-34,Woman,Low,Kosher
U02852,premium,clean-label,25-34,Woman,High,None
U02853,fitness,clean-label,55+,Man,Medium,Vegan
U02854,,low-sugar,25-34,Man,Medium,None
U02855,fitness,clean-label,18-24,Woman,Medium,Pescatarian
U02856,casual,low-sugar,18-24,Man,Medium,Vegan
U02857,casual,low-sugar,35-44,Non-binary,Medium,Vegetarian
U02858,casual,low-sugar,35-44,Woman,Medium,Vegetarian
U02859,budget,gut-health,55+,Non-binary,Low,None
U02860,casual,gut-health,25-34,Woman,Low,Kosher
U02861,fitness,clean-label,25-34,Woman,Low,Jain
U02862,casual,gut-health,45-54,Woman,Low,None
U02863,fitness,gut-health,18-24,Woman,Medium,Halal
U02864,premium,protein,18-24,Woman,Low,None
U02865,,plant-based,18-24,Woman,Medium,Kosher
U02866,budget,plant-based,18-24,Non-binary,Medium,None
U02867,budget,clean-label,18-24,Prefer not to say,Medium,None
U02868,premium,gut-health,25-34,Woman,Medium,None
U02869,fitness,protein,18-24,Man,Medium,Kosher
U02870,casual,gut-health,25-34,Man,Medium,None
U02871,casual,low-sugar,18-24,Woman,High,None
U02872,premium,clean-label,18-24,Man,Medium,Halal
U02873,budget,clean-label,18-24,Man,Medium,Vegan
U02874,premium,gut-health,35-44,Man,Low,None
U02875,casual,low-sugar,25-34,Woman,Medium,None
U02876,,gut-health,35-44,Woman,High,Vegetarian
U02877,premium,low-sugar,35-44,Woman,High,None
U02878,premium,protein,35-44,Woman,Medium,Jain
U02879,budget,protein,35-44,Man,Low,None
U02880,casual,gut-health,18-24,Man,Low,None
U02881,casual,clean-label,18-24,Man,Medium,None
U02882,fitness,clean-label,18-24,Woman,Medium,None
U02883,premium,low-sugar,45-54,Man,Medium,Vegetarian
U02884,casual,clean-label,35-44,Woman,Medium,None
U02885,budget,gut-health,18-24,Woman,Medium,None
U02886,budget,protein,25-34,Man,Medium,None
U02887,budget,plant-based,18-24,Man,Medium,Vegan
U02888,budget,plant-based,25-34,Man,Medium,Halal
U02889,casual,clean-label,25-34,Woman,Medium,None
U02890,casual,protein,35-44,Woman,Medium,None
U02891,casual,gut-health,25-34,Woman,Low,None
U02892,casual,plant-based,25-34,Woman,Medium,None
U02893,premium,clean-label,35-44,Woman,Medium,Vegetarian
U02894,premium,plant-based,25-34,Woman,High,None
U02895,premium,plant-based,35-44,Woman,Low,Vegetarian
U02896,premium,low-sugar,18-24,Man,High,None
U02897,casual,plant-based,18-24,Woman,High,Vegetarian
U02898,premium,protein,35-44,Woman,Low,Kosher
U02899,premium,clean-label,25-34,Woman,Medium,None
U02900,,low-sugar,25-34,Man,Low,Vegetarian
U02901,casual,low-sugar,45-54,Man,Low,None
U02902,budget,clean-label,45-54,Woman,Medium,Jain
U02903,premium,protein,25-34,Woman,Medium,None
U02904,premium,low-sugar,18-24,Woman,Low,Vegetarian
U02905,premium,plant-based,35-44,Woman,Medium,None
U02906,premium,low-sugar,25-34,Man,High,Pescatarian
U02907,budget,plant-based,18-24,Non-binary,High,None
U02908,premium,clean-label,45-54,Man,Medium,Halal
U02909,budget,protein,35-44,Prefer not to say,Medium,None
U02910,casual,clean-label,55+,Man,Medium,None
U02911,casual,protein,18-24,Man,Medium,Vegetarian
U02912,premium,clean-label,25-34,Non-binary,Medium,None
U02913,premium,low-sugar,45-54,Man,High,None
U02914,fitness,protein,45-54,Woman,Medium,None
U02915,premium,protein,35-44,Woman,High,None
U02916,budget,low-sugar,25-34,Man,Medium,Pescatarian
U02917,budget,gut-health,25-34,Man,Medium,None
U02918,premium,gut-health,45-54,Man,High,None
U02919,budget,plant-based,25-34,Man,Medium,None
U02920,casual,plant-based,55+,Man,Medium,Kosher
U02921,premium,gut-health,18-24,Man,Medium,None
U02922,fitness,plant-based,18-24,Woman,High,Pescatarian
U02923,premium,gut-health,45-54,Woman,Medium,Vegetarian
U02924,fitness,clean-label,35-44,Woman,Medium,Jain
U02925,casual,gut-health,35-44,Man,Medium,Vegetarian
U02926,casual,gut-health,18-24,Man,Medium,Jain
U02927,premium,plant-based,25-34,Woman,Medium,None
U02928,premium,gut-health,25-34,Woman,High,None
U02929,fitness,protein,25-34,Non-binary,Low,Vegan
U02930,fitness,plant-based,18-24,Man,High,None
U02931,budget,clean-label,25-34,Man,Low,None
U02932,premium,low-sugar,18-24,Woman,Medium,None
U02933,premium,gut-health,45-54,Man,Medium,None
U02934,fitness,gut-health,18-24,Man,Medium,Pescatarian
U02935,budget,plant-based,25-34,Woman,Medium,None
U02936,casual,clean-label,18-24,Man,Low,Vegan
U02937,budget,protein,25-34,Non-binary,Medium,None
U02938,,plant-based,25-34,Woman,Medium,Vegetarian
U02939,premium,low-sugar,25-34,Man,Medium,Kosher
U02940,premium,low-sugar,18-24,Woman,Medium,None
U02941,fitness,gut-health,55+,Non-binary,High,None
U02942,casual,protein,55+,Woman,Medium,None
U02943,premium,low-sugar,35-44,Woman,High,None
U02944,premium,plant-based,18-24,Woman,Medium,None
U02945,casual,gut-health,25-34,Non-binary,Medium,None
U02946,budget,low-sugar,45-54,Woman,High,None
U02947,fitness,clean-label,35-44,Man,Medium,None
U02948,casual,clean-label,25-34,Man,Low,None
U02949,premium,plant-based,18-24,Man,Low,None
U02950,fitness,plant-based,18-24,Man,High,Vegan
U02951,fitness,gut-health,18-24,Woman,Low,None
U02952,budget,clean-label,25-34,Woman,High,None
U02953,premium,low-sugar,25-34,Man,Medium,None
U02954,premium,low-sugar,35-44,Woman,High,Halal
U02955,fitness,clean-label,55+,Man,Low,None
U02956,fitness,plant-based,25-34,Man,Low,Vegetarian
U02957,fitness,plant-based,25-34,Woman,Low,None
U02958,budget,low-sugar,45-54,Man,Medium,None
U02959,fitness,clean-label,25-34,Man,High,Vegetarian
U02960,budget,clean-label,18-24,Man,Medium,Vegan
U02961,budget,clean-label,25-34,Woman,Low,None
U02962,,protein,18-24,Woman,Low,None
U02963,budget,low-sugar,35-44,Man,High,Vegetarian
U02964,casual,gut-health,18-24,Man,Medium,None
U02965,budget,plant-based,25-34,Man,Medium,Jain
U02966,fitness,low-sugar,25-34,Man,Medium,Vegan
U02967,premium,gut-health,45-54,Woman,Medium,Jain
U02968,fitness,protein,25-34,Woman,Low,None
U02969,,protein,25-34,Woman,High,Pescatarian
U02970,budget,clean-label,18-24,Woman,Low,None
U02971,budget,gut-health,25-34,Prefer not to say,Low,Jain
U02972,fitness,protein,18-24,Woman,Low,Vegetarian
U02973,budget,plant-based,18-24,Man,Low,Vegetarian
U02974,premium,clean-label,45-54,Man,Low,Vegetarian
U02975,,protein,25-34,Woman,Medium,None
U02976,premium,plant-based,25-34,Woman,Medium,Jain
U02977,premium,plant-based,25-34,Woman,Medium,None
U02978,premium,low-sugar,25-34,Woman,Low,Vegan
U02979,casual,plant-based,18-24,Woman,Medium,Vegan
U02980,fitness,low-sugar,18-24,Non-binary,Medium,None
U02981,budget,low-sugar,18-24,Man,High,None
U02982,casual,plant-based,25-34,Man,High,Vegetarian
U02983,budget,gut-health,25-34,Man,Medium,None
U02984,premium,protein,18-24,Woman,Medium,None
U02985,premium,low-sugar,35-44,Woman,Low,None
U02986,budget,gut-health,18-24,Man,Medium,Halal
U02987,fitness,clean-label,18-24,Woman,Low,Kosher
U02988,premium,low-sugar,25-34,Man,Low,None
U02989,budget,clean-label,25-34,Woman,High,None
U02990,casual,plant-based,18-24,Woman,High,None
U02991,fitness,protein,25-34,Woman,Medium,None
U02992,fitness,gut-health,18-24,Woman,Low,None
U02993,budget,low-sugar,25-34,Non-binary,High,None
U02994,budget,clean-label,25-34,Man,Medium,None
U02995,budget,gut-health,18-24,Man,Medium,Vegan
U02996,budget,gut-health,25-34,Woman,Low,Vegan
U02997,fitness,clean-label,25-34,Woman,Medium,None
U02998,fitness,protein,35-44,Woman,High,Vegetarian
U02999,premium,protein,25-34,Woman,Medium,Pescatarian
U03000,fitness,gut-health,55+,Man,Low,None
U03001,casual,clean-label,25-34,Man,High,None
U03002,premium,gut-health,18-24,Man,Low,None
U03003,budget,clean-label,35-44,Woman,High,Vegan
U03004,premium,plant-based,25-34,Woman,Low,Halal
U03005,premium,plant-based,25-34,Non-binary,Medium,Vegetarian
U03006,budget,low-sugar,35-44,Man,Low,None
U03007,premium,gut-health,18-24,Prefer not to say,Medium,Pescatarian
U03008,fitness,plant-based,35-44,Man,Medium,None
U03009,budget,gut-health,18-24,Woman,Medium,None
U03010,budget,clean-label,25-34,Woman,Medium,Vegan
U03011,premium,low-sugar,25-34,Woman,Medium,None
U03012,premium,plant-based,25-34,Non-binary,Medium,None
U03013,budget,low-sugar,18-24,Woman,Medium,None
U03014,casual,gut-health,25-34,Man,Low,Vegan
U03015,,plant-based,18-24,Woman,Medium,Halal
U03016,casual,low-sugar,25-34,Man,Medium,Jain
U03017,premium,low-sugar,18-24,Man,Medium,None
U03018,casual,gut-health,18-24,Man,Medium,Vegan
U03019,fitness,clean-label,18-24,Woman,Medium,None
U03020,premium,clean-label,55+,Man,Low,Vegan
U03021,fitness,plant-based,25-34,Woman,Low,None
U03022,casual,protein,55+,Man,Low,Jain
U03023,fitness,gut-health,45-54,Man,Medium,Jain
U03024,casual,clean-label,18-24,Woman,Medium,Vegetarian
U03025,budget,plant-based,25-34,Man,Medium,None
U03026,fitness,low-sugar,18-24,Non-binary,Medium,Vegan
U03027,casual,protein,35-44,Man,Low,None
U03028,casual,protein,45-54,Woman,Medium,Jain
U03029,premium,protein,35-44,Man,Medium,Vegetarian
U03030,fitness,plant-based,18-24,Woman,Medium,None
U03031,casual,clean-label,35-44,Man,Medium,None
U03032,,gut-health,25-34,Man,Low,None
U03033,fitness,protein,25-34,Woman,Medium,None
U03034,budget,low-sugar,25-34,Non-binary,Medium,None
U03035,fitness,protein,25-34,Woman,Low,Vegan
U03036,premium,clean-label,18-24,Man,Medium,None
U03037,budget,plant-based,25-34,Man,Medium,None
U03038,casual,low-sugar,18-24,Man,High,None
U03039,,protein,35-44,Man,Medium,Kosher
U03040,budget,low-sugar,35-44,Non-binary,Medium,Vegetarian
U03041,budget,low-sugar,18-24,Woman,High,Vegan
U03042,casual,protein,18-24,Man,Medium,None
U03043,casual,clean-label,25-34,Man,Low,None
U03044,fitness,plant-based,35-44,Man,Medium,None
U03045,budget,clean-label,25-34,Woman,Low,Jain
U03046,premium,protein,55+,Man,Medium,None
U03047,budget,protein,35-44,Woman,Medium,Vegan
U03048,casual,clean-label,18-24,Woman,Low,None
U03049,fitness,protein,45-54,Man,High,Vegetarian
U03050,fitness,clean-label,25-34,Woman,Medium,None
U03051,budget,clean-label,35-44,Man,Medium,None
U03052,budget,plant-based,25-34,Man,Low,Pescatarian
U03053,budget,low-sugar,35-44,Woman,Medium,None
U03054,premium,gut-health,18-24,Woman,Medium,Vegan
U03055,casual,low-sugar,25-34,Woman,Low,None
U03056,fitness,clean-label,45-54,Man,Low,None
U03057,fitness,low-sugar,18-24,Man,Medium,None
U03058,premium,clean-label,45-54,Woman,Medium,Vegetarian
U03059,budget,clean-label,45-54,Woman,High,Vegetarian
U03060,casual,plant-based,45-54,Woman,Medium,None
U03061,budget,clean-label,18-24,Woman,Medium,None
U03062,budget,gut-health,45-54,Woman,High,Vegan
U03063,,gut-health,18-24,Non-binary,Medium,None
U03064,casual,clean-label,35-44,Man,Medium,Vegetarian
U03065,budget,low-sugar,18-24,Man,Low,Jain
U03066,fitness,protein,35-44,Woman,Low,None
U03067,casual,low-sugar,45-54,Woman,Medium,None
U03068,premium,clean-label,45-54,Woman,Low,Vegetarian
U03069,fitness,gut-health,25-34,Non-binary,Medium,Vegetarian
U03070,premium,protein,18-24,Woman,Medium,None
U03071,budget,protein,35-44,Woman,Low,Vegan
U03072,premium,plant-based,25-34,Woman,Medium,Vegan
U03073,premium,clean-label,25-34,Woman,Low,Vegetarian
U03074,fitness,protein,45-54,Man,Medium,None
U03075,casual,plant-based,18-24,Woman,Medium,None
U03076,budget,plant-based,45-54,Woman,High,None
U03077,budget,clean-label,18-24,Man,High,None
U03078,budget,plant-based,18-24,Woman,Medium,None
U03079,fitness,low-sugar,18-24,Man,Low,Vegan
U03080,fitness,protein,55+,Woman,Medium,None
U03081,casual,plant-based,18-24,Woman,Medium,None
U03082,budget,low-sugar,35-44,Man,Medium,Jain
U03083,,protein,18-24,Woman,Low,Vegetarian
U03084,premium,plant-based,25-34,Man,Medium,Vegan
U03085,budget,gut-health,55+,Woman,Low,Vegan
U03086,fitness,gut-health,18-24,Prefer not to say,Medium,None
U03087,casual,protein,45-54,Man,Low,Vegan
U03088,premium,protein,25-34,Woman,Low,Pescatarian
U03089,,protein,25-34,Woman,Medium,None
U03090,fitness,protein,35-44,Woman,Low,Halal
U03091,casual,plant-based,35-44,Woman,High,None
U03092,premium,plant-based,25-34,Man,Low,Kosher
U03093,fitness,low-sugar,35-44,Man,Medium,Vegetarian
U03094,premium,plant-based,25-34,Woman,High,None
U03095,fitness,low-sugar,45-54,Woman,Medium,Vegetarian
U03096,premium,plant-based,25-34,Prefer not to say,Medium,Vegan
U03097,fitness,gut-health,18-24,Man,Medium,None
U03098,premium,clean-label,18-24,Man,Medium,Pescatarian
U03099,casual,low-sugar,25-34,Man,High,Halal
U03100,budget,clean-label,45-54,Woman,Low,Vegan
U03101,casual,plant-based,25-34,Man,Medium,Vegan
U03102,premium,gut-health,45-54,Man,Medium,Halal
U03103,premium,protein,25-34,Woman,Medium,None
U03104,budget,low-sugar,18-24,Man,Low,Pescatarian
U03105,casual,clean-label,18-24,Woman,Medium,None
U03106,budget,clean-label,25-34,Non-binary,High,None
U03107,casual,gut-health,18-24,Woman,Medium,None
U03108,premium,low-sugar,25-34,Woman,Medium,None
U03109,budget,clean-label,18-24,Man,High,Kosher
U03110,budget,low-sugar,25-34,Woman,High,None
U03111,budget,plant-based,18-24,Woman,Medium,Vegetarian
U03112,fitness,plant-based,25-34,Man,Medium,None
U03113,budget,low-sugar,55+,Man,Medium,None
U03114,premium,low-sugar,55+,Woman,Medium,None
U03115,casual,clean-label,35-44,Woman,Medium,Pescatarian
U03116,budget,gut-health,25-34,Woman,Medium,None
U03117,,low-sugar,45-54,Man,Medium,Vegan
U03118,casual,gut-health,18-24,Man,High,Halal
U03119,casual,plant-based,35-44,Woman,Medium,Vegan
U03120,casual,plant-based,45-54,Man,Medium,None
U03121,premium,gut-health,45-54,Woman,Medium,Vegetarian
U03122,budget,gut-health,55+,Woman,High,None
U03123,budget,low-sugar,18-24,Man,Medium,None
U03124,fitness,plant-based,18-24,Woman,Low,None
U03125,casual,plant-based,25-34,Woman,Low,None
U03126,budget,gut-health,25-34,Man,Low,None
U03127,,protein,18-24,Woman,Low,Pescatarian
U03128,budget,clean-label,25-34,Woman,Medium,None
U03129,premium,clean-label,55+,Man,High,Jain
U03130,fitness,gut-health,18-24,Prefer not to say,Medium,None
U03131,budget,plant-based,25-34,Man,Medium,None
U03132,casual,clean-label,25-34,Woman,Low,Vegetarian
U03133,casual,low-sugar,35-44,Woman,High,Vegetarian
U03134,casual,plant-based,45-54,Man,Low,None
U03135,fitness,protein,18-24,Woman,Low,None
U03136,,protein,25-34,Man,High,None
U03137,casual,clean-label,25-34,Woman,High,Jain
U03138,casual,protein,25-34,Woman,Low,None
U03139,casual,gut-health,25-34,Woman,Low,None
U03140,casual,clean-label,25-34,Woman,Low,None
U03141,casual,low-sugar,45-54,Woman,High,None
U03142,casual,protein,35-44,Man,Medium,None
U03143,fitness,gut-health,35-44,Man,Medium,None
U03144,,protein,25-34,Woman,Low,None
U03145,casual,clean-label,35-44,Woman,Medium,None
U03146,casual,protein,35-44,Woman,Medium,Vegetarian
U03147,fitness,low-sugar,45-54,Woman,Medium,Kosher
U03148,premium,clean-label,25-34,Woman,Low,Jain
U03149,fitness,gut-health,18-24,Non-binary,High,None
U03150,fitness,clean-label,25-34,Woman,Low,None
U03151,budget,protein,35-44,Woman,Medium,None
U03152,fitness,clean-label,25-34,Woman,High,Vegetarian
U03153,premium,clean-label,25-34,Woman,Medium,None
U03154,budget,plant-based,45-54,Woman,High,Vegan
U03155,budget,clean-label,35-44,Non-binary,Low,Kosher
U03156,budget,low-sugar,35-44,Man,Low,None
U03157,fitness,protein,35-44,Non-binary,Low,Pescatarian
U03158,fitness,plant-based,45-54,Woman,Medium,Vegan
U03159,casual,clean-label,55+,Woman,Medium,None
U03160,premium,protein,35-44,Man,Medium,Jain
U03161,casual,low-sugar,25-34,Woman,Medium,Pescatarian
U03162,budget,gut-health,35-44,Woman,High,None
U03163,premium,gut-health,25-34,Man,Low,None
U03164,budget,clean-label,55+,Woman,Low,None
U03165,budget,plant-based,35-44,Man,Low,None
U03166,fitness,gut-health,18-24,Man,Low,Vegan
U03167,fitness,plant-based,25-34,Woman,Medium,Vegan
U03168,casual,low-sugar,45-54,Man,High,None
U03169,casual,protein,45-54,Woman,High,Pescatarian
U03170,premium,clean-label,35-44,Woman,Medium,None
U03171,casual,gut-health,25-34,Man,Medium,Vegan
U03172,,clean-label,25-34,Woman,Medium,None
U03173,premium,low-sugar,45-54,Woman,Medium,Halal
U03174,budget,protein,55+,Man,Medium,None
U03175,casual,gut-health,18-24,Woman,Medium,Vegetarian
U03176,casual,low-sugar,45-54,Woman,Medium,Vegan
U03177,casual,protein,18-24,Man,Medium,Jain
U03178,casual,low-sugar,25-34,Woman,High,None
U03179,casual,gut-health,35-44,Woman,Medium,Pescatarian
U03180,fitness,low-sugar,45-54,Non-binary,Medium,Vegan
U03181,budget,protein,45-54,Woman,Low,None
U03182,fitness,protein,45-54,Man,Low,None
U03183,premium,low-sugar,18-24,Man,Medium,Vegan
U03184,fitness,gut-health,18-24,Woman,Low,None
U03185,fitness,clean-label,18-24,Man,Low,None
U03186,premium,low-sugar,25-34,Woman,High,None
U03187,fitness,gut-health,18-24,Man,Medium,None
U03188,premium,clean-label,18-24,Man,Medium,Vegetarian
U03189,,protein,55+,Man,Medium,None
U03190,budget,gut-health,55+,Man,Low,None
U03191,premium,plant-based,25-34,Man,Medium,None
U03192,premium,protein,35-44,Woman,Low,Vegan
