order_id,state,city_tier,occasion
ORD026655,Illinois,Tier 2,marathon-prep
ORD026656,California,Tier 3,road-trip
ORD026657,Calfornia,Tier 3,religious-fasting
ORD026658,Texas,Tier 3,daily snack
ORD026659,Florida,Tier 2,on-the-go
ORD026661,Texas,Tier 3,road-trip
ORD026662,Florida,Tier 1,late-night
ORD026663,Georgia,Tier 2,road-trip
ORD026664,Calfornia,Unknown,marathon-prep
ORD026665,New York,Tier 3,festive
ORD026666,California,Tier 3,on-the-go
ORD026667,California,Tier 1,gym
ORD026668,Texas,Tier 2,on-the-go
ORD026669,Texas,Tier 3,daily snack
ORD026670,NY,Tier 1,religious-fasting
ORD026671,California,Tier 3,on-the-go
ORD026672,Colorado,Tier 3,religious-fasting
ORD026673,Illinois,Tier 2,daily snack
ORD026674,Calfornia,Unknown,on-the-go
ORD026675,Calfornia,Tier 2,daily snack
ORD026676,New York,Tier 3,late-night
ORD026677,NY,Tier 2,on-the-go
ORD026678,California,Tier 2,on-the-go
ORD026679,NY,Tier 1,late-night
ORD026680,Georgia,Tier 1,late-night
ORD026681,New York,Tier 3,marathon-prep
ORD026682,NY,Tier 3,gym
ORD026683,California,Tier 3,gym
ORD026684,New York,Tier 3,gym
ORD026685,Georgia,Tier 1,late-night
ORD026686,New York,Tier 2,religious-fasting
ORD026687,Colorado,Tier 1,road-trip
ORD026688,California,Unknown,on-the-go
ORD026689,Georgia,Tier 3,gym
ORD026690,Florida,Unknown,gym
ORD026691,Colorado,Tier 1,daily snack
ORD026692,Florida,Tier 2,daily snack
ORD026693,Illinois,Tier 1,late-night
ORD026694,Florida,Unknown,daily snack
ORD026695,California,Tier 1,late-night
ORD026696,California,Tier 1,late-night
ORD026697,Washington,Tier 1,late-night
ORD026698,Colorado,Unknown,marathon-prep
ORD026699,Calfornia,Unknown,religious-fasting
ORD026701,Georgia,Tier 2,marathon-prep
ORD026702,Colorado,Tier 2,festive
ORD026703,Texas,Tier 1,late-night
ORD026704,Colorado,Tier 3,gym
ORD026705,Washington,Unknown,festive
ORD026706,Calfornia,Tier 3,on-the-go
ORD026707,Florida,Tier 1,late-night
ORD026708,Florida,Tier 1,late-night
ORD026709,NY,Tier 1,late-night
ORD026710,Colorado,Tier 1,daily snack
ORD026711,NY,Tier 3,on-the-go
ORD026712,California,Tier 3,gym
ORD026713,New York,Unknown,daily snack
ORD026714,Washington,Tier 2,marathon-prep
ORD026715,Texas,Tier 2,gym
ORD026716,Washington,Tier 1,marathon-prep
ORD026717,Texas,Tier 2,on-the-go
ORD026718,Texas,Tier 3,gym
ORD026719,Texas,Tier 3,religious-fasting
ORD026720,Calfornia,Tier 3,daily snack
ORD026721,California,Tier 2,road-trip
ORD026722,NY,Unknown,marathon-prep
ORD026723,Calfornia,Tier 1,on-the-go
ORD026724,New York,Tier 1,gym
ORD026725,Florida,Tier 3,religious-fasting
ORD026726,NY,Unknown,on-the-go
ORD026727,Texas,Tier 3,road-trip
ORD026728,Illinois,Tier 1,marathon-prep
ORD026729,Illinois,Tier 2,gym
ORD026730,New York,Tier 2,late-night
ORD026731,California,Tier 1,gym
ORD026733,New York,Tier 2,marathon-prep
ORD026734,NY,Tier 3,religious-fasting
ORD026735,Illinois,Tier 2,festive
ORD026736,Texas,Tier 3,late-night
ORD026737,Washington,Unknown,festive
ORD026738,New York,Tier 1,daily snack
ORD026739,California,Tier 3,daily snack
ORD026740,New York,Unknown,marathon-prep
ORD026741,Washington,Tier 1,late-night
ORD026742,Georgia,Tier 3,daily snack
ORD026743,Calfornia,Unknown,on-the-go
ORD026744,Colorado,Tier 1,on-the-go
ORD026745,NY,Tier 1,on-the-go
ORD026746,New York,Tier 2,religious-fasting
ORD026747,Washington,Tier 2,marathon-prep
ORD026748,Washington,Unknown,daily snack
ORD026749,California,Tier 2,festive
ORD026750,New York,Tier 3,late-night
ORD026751,Colorado,Tier 2,road-trip
ORD026752,Colorado,Tier 1,late-night
ORD026753,California,Tier 1,late-night
ORD026754,Georgia,Tier 3,gym
ORD026755,Florida,Tier 2,festive
ORD026756,Texas,Tier 2,daily snack
ORD026757,Texas,Tier 3,marathon-prep
ORD026758,Colorado,Tier 1,road-trip
ORD026759,Texas,Tier 2,on-the-go
ORD026760,Calfornia,Tier 1,late-night
ORD026761,Illinois,Tier 2,daily snack
ORD026762,Florida,Tier 3,late-night
ORD026763,Washington,Tier 3,daily snack
ORD026764,Illinois,Tier 2,road-trip
ORD026765,NY,Unknown,festive
ORD026766,New York,Tier 1,late-night
ORD026767,Texas,Unknown,daily snack
ORD026768,Texas,Tier 3,road-trip
ORD026769,New York,Tier 1,late-night
ORD026770,Florida,Tier 3,marathon-prep
ORD026771,California,Tier 3,gym
ORD026772,Colorado,Tier 1,on-the-go
ORD026773,Florida,Tier 3,religious-fasting
ORD026774,Washington,Tier 2,gym
ORD026775,New York,Tier 1,daily snack
ORD026776,Washington,Tier 2,marathon-prep
ORD026777,Colorado,Tier 1,festive
ORD026778,Calfornia,Unknown,late-night
ORD026779,Texas,Tier 2,marathon-prep
ORD026780,Washington,Tier 2,late-night
ORD026781,Calfornia,Tier 1,late-night
ORD026782,Washington,Tier 2,marathon-prep
ORD026783,Georgia,Unknown,road-trip
ORD026784,California,Tier 1,late-night
ORD026785,Washington,Tier 1,late-night
ORD026786,Illinois,Tier 1,on-the-go
ORD026787,Illinois,Tier 3,festive
ORD026788,Washington,Tier 1,daily snack
ORD026789,NY,Tier 1,on-the-go
ORD026790,Calfornia,Tier 3,on-the-go
ORD026791,California,Tier 1,on-the-go
ORD026792,New York,Tier 3,festive
ORD026793,NY,Unknown,festive
ORD026794,NY,Tier 1,religious-fasting
ORD026795,Washington,Tier 3,gym
ORD026796,NY,Tier 1,on-the-go
ORD026797,Texas,Tier 1,on-the-go
ORD026798,Georgia,Tier 2,on-the-go
ORD026799,Calfornia,Tier 1,gym
ORD026800,Georgia,Tier 1,late-night
ORD026801,Calfornia,Tier 2,on-the-go
ORD026802,California,Tier 1,late-night
ORD026803,Texas,Tier 3,on-the-go
ORD026804,California,Tier 1,road-trip
ORD026805,Georgia,Tier 1,gym
ORD026806,Illinois,Tier 2,daily snack
ORD026807,Illinois,Tier 1,marathon-prep
ORD026808,Georgia,Tier 3,festive
ORD026809,Washington,Tier 1,road-trip
ORD026810,Florida,Tier 2,on-the-go
ORD026811,Calfornia,Tier 3,late-night
ORD026812,California,Tier 2,festive
ORD026813,California,Tier 1,late-night
ORD026814,Georgia,Tier 2,festive
ORD026815,California,Tier 2,religious-fasting
ORD026816,Washington,Tier 1,late-night
ORD026817,NY,Tier 1,religious-fasting
ORD026818,Georgia,Tier 3,religious-fasting
ORD026819,NY,Tier 3,gym
ORD026820,NY,Tier 1,on-the-go
ORD026821,Illinois,Tier 1,late-night
ORD026822,NY,Tier 1,festive
ORD026823,Texas,Tier 2,on-the-go
ORD026824,Illinois,Unknown,marathon-prep
ORD026826,Illinois,Unknown,road-trip
ORD026828,Illinois,Tier 2,festive
ORD026829,Washington,Unknown,late-night
ORD026830,New York,Tier 2,daily snack
ORD026831,New York,Tier 3,festive
ORD026832,Texas,Tier 2,festive
ORD026833,Florida,Tier 1,late-night
ORD026834,California,Tier 1,road-trip
ORD026835,New York,Tier 1,marathon-prep
ORD026836,Texas,Tier 1,daily snack
ORD026837,Washington,Tier 1,festive
ORD026838,Washington,Tier 1,road-trip
ORD026839,NY,Tier 2,marathon-prep
ORD026840,Washington,Tier 2,daily snack
ORD026841,Washington,Tier 1,religious-fasting
ORD026842,Colorado,Tier 1,religious-fasting
ORD026843,California,Tier 3,gym
ORD026844,California,Tier 2,festive
ORD026845,California,Tier 1,daily snack
ORD026846,Calfornia,Unknown,religious-fasting
ORD026847,Illinois,Tier 1,on-the-go
ORD026848,NY,Tier 1,late-night
ORD026850,NY,Tier 3,road-trip
ORD026851,Colorado,Tier 1,late-night
ORD026852,Florida,Tier 1,festive
ORD026853,Florida,Tier 1,festive
ORD026854,Texas,Tier 3,on-the-go
ORD026855,NY,Tier 3,festive
ORD026856,Washington,Tier 1,religious-fasting
ORD026857,California,Tier 1,late-night
ORD026858,Georgia,Tier 1,late-night
ORD026859,Florida,Tier 1,late-night
ORD026860,Illinois,Tier 3,on-the-go
ORD026861,Calfornia,Tier 1,late-night
ORD026862,NY,Tier 3,on-the-go
ORD026863,California,Tier 1,religious-fasting
ORD026864,Illinois,Tier 3,gym
ORD026865,Washington,Tier 1,road-trip
ORD026866,Illinois,Tier 1,road-trip
ORD026867,NY,Unknown,on-the-go
ORD026868,New York,Tier 1,festive
ORD026870,Georgia,Tier 1,on-the-go
ORD026871,Illinois,Unknown,late-night
ORD026872,Washington,Tier 1,late-night
ORD026873,NY,Tier 2,festive
ORD026874,NY,Tier 3,daily snack
ORD026875,Florida,Tier 1,late-night
ORD026876,Texas,Tier 3,religious-fasting
ORD026878,Georgia,Unknown,daily snack
ORD026879,California,Tier 2,gym
ORD026880,Texas,Tier 1,religious-fasting
ORD026881,New York,Tier 2,on-the-go
ORD026882,New York,Tier 1,gym
ORD026883,Illinois,Tier 1,late-night
ORD026884,Calfornia,Tier 1,marathon-prep
ORD026885,Georgia,Unknown,religious-fasting
ORD026886,Washington,Tier 1,road-trip
ORD026887,California,Tier 3,festive
ORD026888,Washington,Tier 3,on-the-go
ORD026889,California,Tier 2,daily snack
ORD026890,NY,Unknown,road-trip
ORD026891,Texas,Tier 3,gym
ORD026892,Texas,Tier 2,religious-fasting
ORD026894,Georgia,Tier 2,religious-fasting
ORD026896,Washington,Tier 1,religious-fasting
ORD026897,Georgia,Tier 3,festive
ORD026898,Florida,Tier 2,daily snack
ORD026899,NY,Tier 2,daily snack
ORD026900,Florida,Tier 1,late-night
ORD026901,Florida,Tier 1,road-trip
ORD026902,New York,Tier 2,daily snack
ORD026903,NY,Tier 1,late-night
ORD026904,New York,Tier 2,gym
ORD026905,Colorado,Tier 3,marathon-prep
ORD026906,Texas,Tier 1,religious-fasting
ORD026907,California,Tier 1,late-night
ORD026908,California,Tier 2,religious-fasting
ORD026909,Florida,Unknown,road-trip
ORD026910,Colorado,Tier 3,gym
ORD026911,California,Tier 1,on-the-go
ORD026912,Calfornia,Tier 2,festive
ORD026913,Colorado,Tier 3,marathon-prep
ORD026914,Florida,Tier 1,late-night
ORD026915,Illinois,Tier 1,late-night
ORD026916,California,Unknown,marathon-prep
ORD026919,NY,Tier 1,road-trip
ORD026920,Washington,Tier 2,gym
ORD026921,Florida,Tier 1,late-night
ORD026922,NY,Tier 1,late-night
ORD026923,Georgia,Tier 1,late-night
ORD026924,Florida,Tier 2,daily snack
ORD026925,New York,Tier 2,marathon-prep
ORD026926,New York,Tier 1,late-night
ORD026928,New York,Tier 1,late-night
ORD026929,Georgia,Tier 2,late-night
ORD026930,New York,Tier 1,festive
ORD026931,NY,Tier 3,marathon-prep
ORD026932,Illinois,Tier 3,religious-fasting
ORD026933,California,Tier 1,late-night
ORD026934,Texas,Tier 1,road-trip
ORD026935,Washington,Tier 3,gym
ORD026936,New York,Tier 1,religious-fasting
ORD026937,Texas,Tier 3,religious-fasting
ORD026938,Florida,Tier 3,on-the-go
ORD026939,Colorado,Tier 1,late-night
ORD026940,Washington,Tier 3,gym
ORD026941,Calfornia,Tier 1,gym
ORD026942,New York,Tier 1,road-trip
ORD026943,Georgia,Tier 2,on-the-go
ORD026944,Georgia,Tier 2,religious-fasting
ORD026945,Colorado,Tier 3,gym
ORD026946,Texas,Unknown,religious-fasting
ORD026947,Illinois,Tier 3,on-the-go
ORD026948,Calfornia,Tier 1,late-night
ORD026949,Colorado,Tier 1,late-night
ORD026951,Calfornia,Tier 3,late-night
ORD026952,NY,Tier 3,on-the-go
ORD026953,California,Tier 2,road-trip
ORD026954,Washington,Tier 2,gym
ORD026955,Colorado,Tier 3,daily snack
ORD026956,Calfornia,Tier 2,marathon-prep
ORD026957,Calfornia,Tier 2,road-trip
ORD026958,Illinois,Tier 1,on-the-go
ORD026959,NY,Tier 2,festive
ORD026961,Florida,Tier 2,gym
ORD026962,Texas,Tier 2,road-trip
ORD026963,Georgia,Tier 1,on-the-go
ORD026964,NY,Tier 2,religious-fasting
ORD026965,Florida,Tier 1,daily snack
ORD026966,NY,Tier 2,marathon-prep
ORD026967,Texas,Tier 3,religious-fasting
ORD026968,Washington,Unknown,road-trip
ORD026969,Illinois,Tier 1,daily snack
ORD026971,Colorado,Tier 2,gym
ORD026972,Colorado,Tier 2,religious-fasting
ORD026973,Calfornia,Tier 3,late-night
ORD026974,Colorado,Tier 1,on-the-go
ORD026975,Colorado,Unknown,marathon-prep
ORD026976,California,Tier 2,late-night
ORD026977,Washington,Tier 1,late-night
ORD026978,NY,Tier 1,late-night
ORD026979,Colorado,Tier 1,religious-fasting
ORD026980,Washington,Tier 1,late-night
ORD026981,New York,Tier 2,festive
ORD026982,New York,Tier 2,daily snack
ORD026983,Texas,Tier 1,daily snack
ORD026984,New York,Tier 1,marathon-prep
ORD026985,Washington,Tier 1,late-night
ORD026986,California,Tier 2,on-the-go
ORD026988,Colorado,Tier 3,gym
ORD026989,Colorado,Tier 2,festive
ORD026990,California,Tier 1,late-night
ORD026991,Georgia,Tier 1,late-night
ORD026992,New York,Tier 1,late-night
ORD026993,California,Tier 2,gym
ORD026994,California,Tier 2,on-the-go
ORD026996,Georgia,Tier 1,on-the-go
ORD026997,Florida,Tier 2,on-the-go
ORD026998,Colorado,Unknown,late-night
ORD026999,Texas,Tier 1,on-the-go
ORD027000,California,Tier 2,road-trip
ORD027001,Florida,Tier 1,late-night
ORD027002,Georgia,Tier 2,festive
ORD027003,Georgia,Tier 3,gym
ORD027004,Florida,Tier 1,late-night
ORD027006,NY,Tier 1,religious-fasting
ORD027007,Texas,Tier 1,late-night
ORD027008,Calfornia,Tier 2,festive
ORD027009,Calfornia,Tier 1,late-night
ORD027010,Colorado,Tier 3,festive
ORD027011,Texas,Tier 2,marathon-prep
ORD027012,Texas,Tier 2,marathon-prep
ORD027014,New York,Tier 2,festive
ORD027015,Washington,Tier 1,religious-fasting
ORD027016,Colorado,Tier 1,late-night
ORD027017,New York,Tier 2,daily snack
ORD027018,Washington,Tier 2,religious-fasting
ORD027019,Texas,Tier 2,late-night
ORD027020,Florida,Tier 1,festive
ORD027021,Georgia,Unknown,gym
ORD027022,Washington,Tier 3,gym
ORD027023,Illinois,Tier 1,festive
ORD027024,Washington,Tier 2,festive
ORD027025,California,Tier 1,late-night
ORD027026,Georgia,Tier 1,late-night
ORD027027,Georgia,Tier 1,festive
ORD027028,California,Tier 2,on-the-go
ORD027029,Georgia,Tier 2,road-trip
ORD027030,New York,Unknown,on-the-go
ORD027031,California,Tier 1,gym
ORD027032,Georgia,Tier 3,religious-fasting
ORD027033,Texas,Tier 3,marathon-prep
ORD027034,Illinois,Tier 1,marathon-prep
ORD027035,Illinois,Tier 3,road-trip
ORD027036,Georgia,Tier 2,religious-fasting
ORD027037,Georgia,Tier 2,on-the-go
ORD027038,Washington,Tier 2,marathon-prep
ORD027039,Illinois,Tier 3,festive
ORD027041,New York,Tier 1,late-night
ORD027042,Florida,Unknown,on-the-go
ORD027043,Washington,Tier 2,gym
ORD027044,Washington,Tier 1,late-night
ORD027045,Georgia,Tier 2,festive
ORD027046,Calfornia,Tier 3,gym
ORD027047,Georgia,Tier 1,late-night
ORD027048,Texas,Unknown,on-the-go
ORD027049,California,Tier 1,religious-fasting
ORD027050,Colorado,Tier 1,late-night
ORD027051,Washington,Tier 1,late-night
ORD027052,Washington,Tier 2,late-night
ORD027053,Texas,Tier 1,late-night
ORD027054,Calfornia,Tier 2,on-the-go
ORD027055,New York,Tier 2,religious-fasting
ORD027056,Illinois,Tier 3,on-the-go
ORD027057,Georgia,Tier 1,late-night
ORD027058,Florida,Tier 3,marathon-prep
ORD027059,Texas,Tier 2,road-trip
ORD027060,New York,Unknown,gym
ORD027061,New York,Tier 2,road-trip
ORD027062,Colorado,Tier 3,on-the-go
ORD027063,Florida,Tier 1,late-night
ORD027064,Colorado,Tier 3,daily snack
ORD027065,Calfornia,Tier 1,late-night
ORD027066,Florida,Tier 1,late-night
ORD027067,Illinois,Tier 3,gym
ORD027068,Florida,Tier 1,late-night
ORD027069,New York,Tier 2,road-trip
ORD027070,Florida,Tier 2,late-night
ORD027071,California,Tier 1,late-night
ORD027072,Texas,Tier 1,gym
ORD027073,Colorado,Tier 1,gym
ORD027074,Texas,Tier 2,on-the-go
ORD027075,Florida,Tier 1,late-night
ORD027076,California,Tier 2,daily snack
ORD027077,Illinois,Tier 1,festive
ORD027079,Colorado,Tier 1,late-night
ORD027080,Florida,Tier 1,religious-fasting
ORD027081,Calfornia,Tier 3,late-night
ORD027082,Florida,Tier 1,marathon-prep
ORD027084,California,Tier 3,marathon-prep
ORD027085,Texas,Tier 1,late-night
ORD027086,Georgia,Tier 2,marathon-prep
ORD027087,California,Tier 2,religious-fasting
ORD027088,Washington,Tier 1,late-night
ORD027089,Calfornia,Tier 3,religious-fasting
ORD027090,Illinois,Tier 1,religious-fasting
ORD027091,Illinois,Tier 3,marathon-prep
ORD027092,Washington,Tier 3,daily snack
ORD027093,California,Tier 2,festive
ORD027094,California,Tier 2,festive
ORD027095,California,Tier 2,religious-fasting
ORD027096,Texas,Tier 1,late-night
ORD027097,Calfornia,Tier 3,religious-fasting
ORD027098,California,Tier 1,late-night
ORD027099,Washington,Tier 1,religious-fasting
ORD027100,Illinois,Tier 3,daily snack
ORD027101,New York,Tier 2,religious-fasting
ORD027102,New York,Unknown,gym
ORD027104,California,Unknown,religious-fasting
ORD027105,California,Unknown,road-trip
ORD027106,Washington,Tier 1,late-night
ORD027107,Texas,Tier 1,late-night
ORD027108,New York,Tier 2,festive
ORD027109,Washington,Tier 2,festive
ORD027110,Calfornia,Tier 2,festive
ORD027111,Illinois,Tier 3,marathon-prep
ORD027112,Texas,Tier 3,marathon-prep
ORD027113,Georgia,Tier 1,late-night
ORD027114,Washington,Tier 2,festive
ORD027115,Georgia,Tier 1,festive
ORD027116,NY,Tier 1,late-night
ORD027117,Colorado,Tier 1,late-night
ORD027118,New York,Tier 3,marathon-prep
ORD027119,Illinois,Tier 3,gym
ORD027120,NY,Tier 1,gym
ORD027121,Illinois,Tier 1,late-night
ORD027122,Illinois,Tier 1,late-night
ORD027123,New York,Tier 2,road-trip
ORD027124,Colorado,Tier 1,late-night
ORD027125,Calfornia,Tier 2,gym
ORD027126,Calfornia,Tier 2,gym
ORD027127,Illinois,Tier 1,late-night
ORD027128,Texas,Tier 1,festive
ORD027129,Georgia,Tier 1,late-night
ORD027130,Texas,Tier 1,late-night
ORD027131,Florida,Tier 1,gym
ORD027132,California,Tier 1,late-night
ORD027133,Georgia,Tier 3,religious-fasting
ORD027134,Florida,Tier 2,marathon-prep
ORD027135,Florida,Tier 3,religious-fasting
ORD027136,New York,Tier 2,road-trip
ORD027137,NY,Tier 1,on-the-go
ORD027138,Colorado,Unknown,religious-fasting
ORD027140,Calfornia,Tier 3,on-the-go
ORD027141,Washington,Tier 2,on-the-go
ORD027142,New York,Tier 1,religious-fasting
ORD027143,Washington,Tier 3,gym
ORD027144,California,Tier 3,religious-fasting
ORD027145,NY,Tier 3,road-trip
ORD027146,New York,Tier 1,festive
ORD027147,Washington,Tier 2,marathon-prep
ORD027148,Georgia,Tier 2,gym
ORD027149,Georgia,Unknown,road-trip
ORD027150,California,Tier 3,religious-fasting
ORD027151,Georgia,Tier 2,religious-fasting
ORD027152,Georgia,Tier 3,road-trip
ORD027154,Georgia,Tier 1,religious-fasting
ORD027155,Georgia,Tier 2,marathon-prep
ORD027156,Washington,Tier 1,late-night
ORD027157,California,Tier 1,late-night
ORD027158,Florida,Tier 1,religious-fasting
ORD027159,Florida,Tier 3,late-night
ORD027160,California,Tier 2,late-night
ORD027161,Washington,Tier 1,religious-fasting
ORD027162,Washington,Tier 2,road-trip
ORD027163,Washington,Unknown,religious-fasting
ORD027164,New York,Tier 2,marathon-prep
ORD027165,Georgia,Tier 1,marathon-prep
ORD027166,California,Tier 1,daily snack
ORD027167,NY,Tier 3,on-the-go
ORD027168,New York,Tier 2,religious-fasting
ORD027169,Georgia,Tier 1,late-night
ORD027170,Calfornia,Tier 2,road-trip
ORD027171,Calfornia,Tier 1,late-night
ORD027172,Illinois,Tier 2,late-night
ORD027173,Calfornia,Tier 1,late-night
ORD027174,Calfornia,Tier 1,late-night
ORD027176,Washington,Tier 1,religious-fasting
ORD027178,Colorado,Tier 3,gym
ORD027179,Florida,Tier 3,road-trip
ORD027180,New York,Tier 2,festive
ORD027181,Washington,Tier 2,festive
ORD027182,Texas,Tier 2,gym
ORD027183,NY,Tier 2,late-night
ORD027184,Texas,Tier 3,late-night
ORD027185,Colorado,Tier 1,road-trip
ORD027186,NY,Tier 2,gym
ORD027187,Washington,Tier 1,religious-fasting
ORD027188,California,Tier 3,late-night
ORD027189,Texas,Unknown,daily snack
ORD027191,Georgia,Tier 1,festive
ORD027193,Georgia,Tier 1,religious-fasting
ORD027194,Calfornia,Tier 2,festive
ORD027195,California,Tier 2,festive
ORD027196,Texas,Tier 3,on-the-go
ORD027197,Georgia,Unknown,road-trip
ORD027198,NY,Tier 1,late-night
ORD027199,Georgia,Tier 1,religious-fasting
ORD027200,Calfornia,Tier 2,gym
ORD027201,Georgia,Tier 1,daily snack
ORD027203,Georgia,Tier 2,gym
ORD027204,New York,Tier 1,daily snack
ORD027205,Calfornia,Unknown,religious-fasting
ORD027206,Georgia,Tier 2,road-trip
ORD027207,Illinois,Tier 3,festive
ORD027208,Illinois,Tier 2,late-night
ORD027209,New York,Tier 1,festive
ORD027210,New York,Tier 2,daily snack
ORD027211,Illinois,Tier 1,daily snack
ORD027212,Calfornia,Tier 1,late-night
ORD027213,Washington,Tier 2,daily snack
ORD027214,Florida,Tier 1,gym
ORD027215,Washington,Tier 2,religious-fasting
ORD027216,Illinois,Tier 1,on-the-go
ORD027217,New York,Unknown,on-the-go
ORD027218,Washington,Tier 2,religious-fasting
ORD027219,Georgia,Tier 3,marathon-prep
ORD027220,Georgia,Tier 1,marathon-prep
ORD027222,Florida,Tier 3,road-trip
ORD027223,Calfornia,Tier 2,daily snack
ORD027224,Colorado,Tier 1,late-night
ORD027225,California,Tier 1,late-night
ORD027226,NY,Tier 3,religious-fasting
ORD027227,NY,Tier 3,gym
ORD027228,New York,Tier 1,late-night
ORD027229,Florida,Unknown,festive
ORD027230,New York,Tier 2,late-night
ORD027231,California,Tier 3,on-the-go
ORD027232,Washington,Tier 2,on-the-go
ORD027233,California,Tier 1,marathon-prep
ORD027234,Georgia,Tier 2,on-the-go
ORD027236,Colorado,Tier 1,on-the-go
ORD027237,Washington,Tier 3,gym
ORD027238,NY,Tier 1,on-the-go
ORD027239,Florida,Tier 1,late-night
ORD027241,NY,Tier 2,festive
ORD027242,New York,Tier 2,marathon-prep
ORD027243,Georgia,Tier 2,festive
ORD027244,Florida,Tier 2,on-the-go
ORD027245,New York,Tier 2,marathon-prep
ORD027246,California,Tier 1,gym
ORD027247,California,Tier 2,religious-fasting
ORD027248,Florida,Tier 3,daily snack
ORD027249,New York,Tier 2,festive
ORD027250,Texas,Tier 1,daily snack
ORD027251,Georgia,Tier 3,marathon-prep
ORD027252,Washington,Tier 2,religious-fasting
ORD027253,Calfornia,Tier 2,on-the-go
ORD027254,Colorado,Tier 1,on-the-go
ORD027255,Georgia,Tier 2,marathon-prep
ORD027256,Washington,Tier 1,daily snack
ORD027257,Illinois,Tier 3,religious-fasting
ORD027258,Calfornia,Tier 1,late-night
ORD027259,Colorado,Tier 2,daily snack
ORD027260,Calfornia,Tier 1,marathon-prep
ORD027261,Calfornia,Tier 1,on-the-go
ORD027262,Florida,Tier 1,religious-fasting
ORD027263,Illinois,Tier 1,late-night
ORD027264,Illinois,Tier 1,late-night
ORD027266,Florida,Tier 3,religious-fasting
ORD027267,Washington,Tier 1,marathon-prep
ORD027268,Texas,Tier 2,on-the-go
ORD027269,New York,Tier 3,religious-fasting
ORD027270,Georgia,Unknown,festive
ORD027271,California,Tier 1,late-night
ORD027272,Georgia,Tier 3,road-trip
ORD027273,Texas,Tier 1,road-trip
ORD027274,Calfornia,Tier 3,on-the-go
ORD027275,New York,Tier 1,late-night
ORD027276,Georgia,Tier 1,late-night
ORD027277,Illinois,Tier 2,festive
ORD027278,California,Tier 3,marathon-prep
ORD027279,Georgia,Tier 3,late-night
ORD027280,Washington,Tier 1,religious-fasting
ORD027281,California,Tier 3,late-night
ORD027282,Texas,Tier 3,daily snack
ORD027283,Georgia,Tier 2,on-the-go
ORD027284,Washington,Tier 1,marathon-prep
ORD027285,Georgia,Unknown,festive
ORD027286,Colorado,Tier 3,late-night
ORD027287,NY,Tier 2,late-night
ORD027288,Calfornia,Unknown,road-trip
ORD027289,California,Tier 2,religious-fasting
ORD027290,Florida,Tier 1,road-trip
ORD027291,Colorado,Tier 1,on-the-go
ORD027292,Washington,Tier 2,daily snack
ORD027293,New York,Tier 2,festive
ORD027294,Florida,Tier 3,road-trip
ORD027295,California,Tier 1,late-night
ORD027296,Colorado,Tier 2,marathon-prep
ORD027297,California,Tier 1,daily snack
ORD027298,Colorado,Unknown,road-trip
ORD027299,Calfornia,Tier 3,on-the-go
ORD027300,Calfornia,Tier 3,festive
ORD027301,Florida,Tier 3,religious-fasting
ORD027302,Illinois,Tier 2,religious-fasting
ORD027303,Calfornia,Tier 2,festive
ORD027304,California,Tier 1,gym
ORD027305,Washington,Tier 2,marathon-prep
ORD027307,Colorado,Tier 2,late-night
ORD027308,Illinois,Tier 2,marathon-prep
ORD027309,Texas,Tier 1,religious-fasting
ORD027310,Texas,Tier 1,daily snack
ORD027311,New York,Tier 2,religious-fasting
ORD027313,California,Tier 1,gym
ORD027314,California,Tier 1,daily snack
ORD027315,NY,Tier 1,daily snack
ORD027316,Georgia,Tier 1,late-night
ORD027317,Washington,Tier 1,late-night
ORD027318,Georgia,Tier 2,daily snack
ORD027319,California,Tier 2,festive
ORD027320,Florida,Unknown,gym
ORD027322,Washington,Unknown,religious-fasting
ORD027323,Illinois,Tier 1,road-trip
ORD027324,Colorado,Tier 1,religious-fasting
ORD027325,Washington,Tier 1,late-night
ORD027326,Colorado,Tier 2,daily snack
ORD027327,Colorado,Tier 3,daily snack
ORD027328,Calfornia,Unknown,festive
ORD027329,Calfornia,Tier 3,late-night
ORD027330,Washington,Unknown,marathon-prep
ORD027331,Florida,Tier 2,religious-fasting
ORD027332,Calfornia,Tier 1,daily snack
ORD027333,NY,Tier 1,daily snack
ORD027334,NY,Tier 2,daily snack
ORD027336,NY,Tier 3,marathon-prep
ORD027337,Illinois,Tier 2,festive
ORD027338,Calfornia,Unknown,daily snack
ORD027340,Calfornia,Tier 1,late-night
ORD027341,New York,Tier 3,gym
ORD027342,California,Tier 2,daily snack
ORD027343,Washington,Tier 1,late-night
ORD027344,Illinois,Tier 1,late-night
ORD027345,New York,Unknown,festive
ORD027346,NY,Tier 1,daily snack
ORD027347,Calfornia,Tier 1,marathon-prep
ORD027348,Colorado,Tier 1,late-night
ORD027349,Texas,Tier 3,late-night
ORD027350,Washington,Tier 2,daily snack
ORD027351,Texas,Tier 3,gym
ORD027352,Georgia,Tier 1,festive
ORD027353,Georgia,Tier 2,road-trip
ORD027354,New York,Tier 1,road-trip
ORD027355,New York,Tier 1,road-trip
ORD027356,Colorado,Tier 2,on-the-go
ORD027357,Colorado,Tier 1,religious-fasting
ORD027358,NY,Tier 3,road-trip
ORD027359,Calfornia,Tier 2,road-trip
ORD027360,Georgia,Tier 2,daily snack
ORD027361,Florida,Tier 1,marathon-prep
ORD027362,Illinois,Tier 3,on-the-go
ORD027363,Calfornia,Tier 1,late-night
ORD027364,NY,Unknown,late-night
